Year,STATION,pH,250mLandCover_Natural,DissolvedOxygen,Population,Chloride,Nitrite,TotalSuspendedSolids,Nitrogen_Kjeldahl,TotalPhosphorus
2010,6009701102,7.76,0.0,18.15,6279.0,832.0,0.013000000000000001,21.7,0.36,0.037590500000000075
2010,6008301902,7.81,0.0,17.31,0.0,1360.0,0.033,9.2,0.62,0.0510755
2010,6008301202,7.51,0.0,16.82,0.0,2930.0,0.105,11.0,1.58,0.06844595000000016
2010,6008000602,7.39,0.0,16.88,5595.0,4420.0,0.094,9.1,0.73,0.05724980000000046
2010,6008501402,7.5,0.0,16.26,4791.0,2440.0,0.07200000000000001,14.4,1.35,0.08313295000000022
2010,6008200302,7.56,0.0,16.36,6565.0,5330.0,0.10800000000000001,8.3,3.9,0.1544723999999986
2010,6008500302,7.62,0.0,16.08,2137.0,291.0,0.01,6.1,0.41,0.04248329999999991
2010,6008301802,7.15,0.0,14.61,5322.0,43.0,0.002,14.1,0.47,0.0409191500000001
2010,6008300402,7.21,0.0,15.09,5425.0,105.0,0.004,36.8,0.53,0.04972040000000012
2010,6008310302,7.45,0.0,15.2,8633.0,132.0,0.01,9.5,0.59,0.047084350000000004
2010,6008300902,7.18,0.0,15.01,5914.0,33.6,0.006,87.7,0.74,0.11005415000000032
2010,6008000702,7.27,0.0,15.15,7760.0,259.0,0.01,2.9,0.56,0.03525095000000014
2010,6008300202,7.42,0.0,14.74,6936.0,157.0,0.017,31.4,0.77,0.07253825
2010,6008310402,7.16,0.0,15.47,5322.0,45.3,0.005,11.4,0.53,0.04249185000000006
2010,6008500402,7.61,0.0,16.46,2128.0,617.0,0.011000000000000001,5.6,0.44,0.04119430000000003
2010,6009701802,7.62,0.0,14.34,6990.0,86.7,0.0069999999999999,8.9,0.48,0.04130919999999989
2010,6009701302,7.67,0.0,15.12,6279.0,120.0,0.008,155.0,0.56,0.14248789999999875
2010,6009701102,7.5,0.0,15.06,6279.0,19.1,0.016,116.0,0.6,0.12891670000000102
2010,6009400202,7.76,0.0,14.94,5494.0,176.0,0.036000000000000004,238.0,0.98,0.2589474499999992
2010,6008200302,7.82,0.0,15.87,6565.0,625.0,0.042,12.0,0.59,0.0565035499999996
2010,6008501402,7.82,0.0,14.96,4791.0,372.0,0.033,37.6,0.75,0.08121380000000003
2010,6008301902,7.93,0.0,16.08,0.0,265.0,0.016,37.0,0.6,0.06307905000000097
2010,6008000602,7.85,0.0,15.99,5595.0,465.0,0.033,6.5,0.51,0.036943799999999756
2010,6008301202,7.88,0.0,14.95,0.0,568.0,0.0409999999999999,7.7,0.67,0.05099824999999947
2010,6009701802,7.77,0.0,13.22,6990.0,83.1,0.006,4.8,0.49,0.03557825000000014
2010,6009701302,8.01,0.0,13.21,6279.0,111.0,0.005,13.8,0.41,0.033058699999999476
2010,6008500402,7.62,0.0,11.85,2128.0,526.0,0.012,5.2,0.51,0.05065519999999976
2010,6009701102,7.94,0.0,13.44,6279.0,228.0,0.011000000000000001,7.6,0.48,0.03545249999999987
2010,6008500302,7.69,0.0,12.51,2137.0,263.0,0.013000000000000001,5.1,0.41,0.0430586500000004
2010,6009400202,7.9,0.0,13.7,5494.0,414.0,0.016,5.3,0.22,0.018839050000000048
2010,6008301902,8.15,0.0,13.23,0.0,200.0,0.012,25.4,0.61,0.060080950000000174
2010,6008310302,8.03,0.0,14.16,8633.0,121.0,0.008,6.1,0.57,0.034890750000000345
2010,6008501402,7.96,0.0,13.64,4791.0,444.0,0.026000000000000002,5.8,0.58,0.052169450000000187
2010,6008301202,7.86,0.0,15.19,0.0,691.0,0.07,2.1,0.74,0.05155975000000021
2010,6008300402,8.03,0.0,13.25,5425.0,116.0,0.002,10.0,0.28,0.023099766666666792
2010,6008300202,7.94,0.0,12.98,6936.0,141.0,0.022000000000000002,60.5,0.86,0.10963640000000076
2010,6008301802,7.9,0.0,8.41,5322.0,49.3,0.003,6.4,0.38,0.036979350000000015
2010,6008000702,8.03,0.0,15.41,7760.0,240.0,0.013000000000000001,4.3,0.62,0.03455185000000018
2010,6008200302,8.11,0.0,13.86,6565.0,782.0,0.021,4.4,0.39,0.03176924999999971
2010,6008000602,8.18,0.0,14.31,5595.0,527.0,0.017,3.5,0.51,0.03719989999999998
2010,6008310402,7.85,0.0,13.91,5322.0,52.9,0.004,10.3,0.48,0.041573650000000094
2010,6008300902,7.9,0.0,13.53,5914.0,32.5,0.004,12.3,0.4,0.040435300000000354
2010,6009400202,7.67,0.0,12.85,5494.0,340.0,0.03,1.5,0.36,0.033104049999999885
2010,6008500302,7.49,0.0,11.42,2137.0,220.0,0.027000000000000003,6.5,0.85,0.06712984999999928
2010,6009701302,7.9,0.0,12.17,6279.0,111.0,0.004,3.6,0.28,0.02181148333333343
2010,6008500402,7.45,0.0,11.43,2128.0,467.0,0.013000000000000001,4.1,0.67,0.05435349999999971
2010,6009701802,7.72,0.0,13.36,6990.0,68.9,0.013000000000000001,2.6,0.48,0.0357647500000001
2010,6009701102,7.89,0.0,13.01,6279.0,258.0,0.015,4.4,0.55,0.03385480000000023
2010,6008200302,8.07,0.0,11.4,6565.0,729.0,0.026000000000000002,3.4,0.56,0.05124855000000065
2010,6008310302,7.7,0.0,12.43,8633.0,138.0,0.02,8.0,0.71,0.06332054999999999
2010,6008300402,7.58,0.0,12.27,5425.0,117.0,0.001,3.8,0.45,0.04581070000000025
2010,6008000702,7.8,0.0,14.08,7760.0,261.0,0.024,2.0,0.99,0.07036445000000012
2010,6008501402,7.73,0.0,11.55,4791.0,375.0,0.078,4.0,2.25,0.08440504999999976
2010,6008301902,7.94,0.0,12.4,0.0,213.0,0.012,6.2,0.56,0.042288149999999754
2010,6008310402,7.64,0.0,11.9,5322.0,53.4,0.0069999999999999,5.0,0.46,0.0465907000000003
2010,6008301202,7.52,0.0,12.36,0.0,534.0,0.061,3.9,0.97,0.056620699999999656
2010,6008300202,7.87,0.0,13.29,6936.0,153.0,0.0289999999999999,6.7,0.78,0.06206344999999944
2010,6008301802,7.68,0.0,12.1,5322.0,50.2,0.006,4.7,0.43,0.04514510000000029
2010,6008300902,7.68,0.0,12.84,5914.0,23.5,0.008,4.1,0.31,0.036555499999999914
2010,6008000602,7.92,0.0,12.46,5595.0,521.0,0.021,2.0,0.65,0.04084150000000003
2010,6008310302,7.93,0.0,10.19,8633.0,521.0,0.021,28.9,0.85,0.07235040000000115
2010,6008000702,7.97,0.0,12.19,7760.0,149.0,0.015,2.7,0.71,0.0418674500000001
2010,6008300902,7.98,0.0,10.26,5914.0,24.9,0.0139999999999999,40.7,0.24,0.04095230000000028
2010,6008301802,7.81,0.0,10.46,5322.0,52.4,0.008,3.4,0.37,0.03793984999999986
2010,6008300402,7.74,0.0,9.8,5425.0,111.0,0.003,7.6,0.51,0.03714860000000036
2010,6008300202,7.97,0.0,9.88,6936.0,86.3,0.059000000000000004,10.4,1.01,0.07715715000000031
2010,6008310402,7.92,0.0,9.09,5322.0,56.8,0.01,4.8,0.47,0.04065195000000017
2010,6009701102,7.91,0.0,9.37,6279.0,114.0,0.023,103.0,0.71,0.1288799000000006
2010,6009701802,7.83,0.0,9.92,6990.0,62.9,0.006,10.1,0.47,0.043335150000000135
2010,6009701302,8.07,0.0,9.74,6279.0,86.8,0.008,35.5,0.66,0.06933404999999931
2010,6009400202,7.88,0.0,9.66,5494.0,95.8,0.012,7.8,0.4,0.03348910000000018
2010,6008301902,7.61,0.0,8.93,0.0,91.0,0.031,229.0,1.15,0.2531784999999982
2010,6008500402,7.87,0.0,8.61,2128.0,62.2,0.059000000000000004,457.0,4.54,0.8610099999999982
2010,6008500302,7.67,0.0,8.38,2137.0,37.2,0.049,583.0,2.33,0.48419950000001055
2010,6008200302,7.66,0.0,8.9,6565.0,105.0,0.03,252.0,1.0,0.27466950000000007
2010,6008301202,7.74,0.0,9.16,0.0,83.9,0.04,133.0,0.93,0.17946389999999826
2010,6008000602,7.65,0.0,8.5,5595.0,88.2,0.026000000000000002,230.0,1.15,0.2788099999999997
2010,6008501402,7.92,0.0,8.72,4791.0,32.8,0.0409999999999999,794.0,2.35,0.4408005000000082
2010,6008300902,8.01,0.0,10.77,5914.0,13.4,0.008,8.5,0.28,0.03881290000000004
2010,6008000702,8.09,0.0,12.55,7760.0,98.1,0.008,4.9,0.5,0.031130249999999977
2010,6008300202,7.9,0.0,10.87,6936.0,90.7,0.10300000000000001,8.5,1.0,0.0805271500000005
2010,6008310302,8.02,0.0,9.65,8633.0,101.0,0.016,28.7,0.68,0.07210269999999996
2010,6008301802,7.91,0.0,9.75,5322.0,53.1,0.0069999999999999,3.8,0.4,0.039334849999999796
2010,6008300402,7.81,0.0,10.02,5425.0,122.0,0.01,7.4,0.49,0.03202250000000037
2010,6008310402,7.97,0.0,9.26,5322.0,52.8,0.009000000000000001,3.4,0.49,0.040153350000000324
2010,6009701302,8.13,0.0,9.53,6279.0,86.2,0.001,6.0,0.49,0.031149000000000173
2010,6009701802,7.85,0.0,10.44,6990.0,48.6,0.0069999999999999,7.6,0.55,0.03947990000000025
2010,6009701102,8.01,0.0,11.88,6279.0,184.0,0.003,17.5,0.66,0.06095004999999982
2010,6009400202,8.0,0.0,10.95,5494.0,191.0,0.016,5.2,0.61,0.03300289999999998
2010,6008200302,8.16,0.0,11.26,6565.0,577.0,0.008,6.6,0.45,0.03033425
2010,6008500302,7.85,0.0,9.88,2137.0,154.0,0.013000000000000001,18.5,0.5,0.06272294999999965
2010,6008501402,7.96,0.0,10.33,4791.0,114.0,0.054000000000000006,15.2,0.7,0.0806856500000004
2010,6008500402,8.0,0.0,9.24,2128.0,287.0,0.0069999999999999,7.2,0.51,0.04859599999999982
2010,6008301202,8.01,0.0,12.51,0.0,348.0,0.1169999999999999,2.5,1.01,0.0676617999999995
2010,6008000602,8.12,0.0,11.76,5595.0,479.0,0.0069999999999999,4.2,0.53,0.03783049999999999
2010,6008301902,8.2,0.0,10.67,0.0,224.0,0.009000000000000001,10.6,0.45,0.04780084999999978
2010,6008301802,8.0,0.0,8.39,5322.0,52.3,0.01,5.1,0.36,0.04025559999999941
2010,6008300402,8.11,0.0,9.48,5425.0,80.7,0.005,99.8,0.91,0.12902259999999877
2010,6008000702,8.06,0.0,9.58,7760.0,93.7,0.011000000000000001,5.6,0.42,0.03616799999999995
2010,6008310302,8.15,0.0,9.71,8633.0,56.2,0.0139999999999999,90.5,0.825,0.13338389999999814
2010,6008300202,7.93,0.0,8.7,6936.0,99.0,0.013000000000000001,46.3,1.25,0.1181987499999996
2010,6008300902,8.01,0.0,10.18,5914.0,19.5,0.013000000000000001,38.8,0.63,0.07912464999999948
2010,6008500402,7.95,0.0,9.42,2128.0,117.0,0.0139999999999999,28.5,0.65,0.07817974999999991
2010,6008310402,8.04,0.0,9.5,5322.0,46.1,0.008,7.9,0.46,0.03408435000000002
2010,6010403702,8.15,0.0,10.72,5139.0,61.6,0.004,2.1,0.49,0.04341860000000007
2010,6009700302,8.32,0.0,9.98,5586.0,77.6,0.015,27.0,0.67,0.07897615000000048
2010,6009400202,8.29,0.0,9.96,5494.0,180.0,0.011000000000000001,2.0,0.39,0.03051135000000002
2010,6009701802,8.01,0.0,10.18,6990.0,64.3,0.009000000000000001,5.6,0.6,0.03934035000000023
2010,6009701302,8.43,0.0,10.0,6279.0,69.2,0.005,14.3,0.57,0.04328350000000008
2010,6010402702,8.28,792.0,11.49,29668.0,21.2,0.003,8.3,0.31,0.027631400000000115
2010,6010700202,8.2,61.0,9.4,52016.0,83.3,0.006,29.4,0.72,0.07260994999999985
2010,6009700702,8.29,0.0,10.61,8586.0,65.3,0.006,8.6,0.64,0.0432545500000001
2010,6009701102,8.42,0.0,10.51,6279.0,79.4,0.015,23.2,0.53,0.058514400000000376
2010,6008000602,8.31,0.0,10.71,5595.0,226.0,0.009000000000000001,8.2,0.36,0.02942170000000006
2010,6008301902,8.45,0.0,10.2,0.0,122.0,0.017,19.4,0.54,0.05803854999999925
2010,6008200302,8.26,0.0,10.22,6565.0,327.0,0.008,2.6,0.53,0.030914200000000065
2010,6008501402,8.09,0.0,9.99,4791.0,172.0,0.025,9.4,0.57,0.06503449999999938
2010,6008500302,7.97,0.0,10.05,2137.0,123.0,0.01,10.7,0.5,0.05509129999999984
2010,6008310302,8.02,0.0,11.25,8633.0,49.3,0.005,9.9,0.4,0.03735140000000025
2010,6008300902,7.74,0.0,11.68,5914.0,17.8,0.01,2.6,0.22,0.033055350000000025
2010,6008300202,8.17,0.0,10.57,6936.0,90.7,0.005,12.4,0.81,0.05380555000000027
2010,6008310402,7.81,0.0,11.01,5322.0,49.0,0.0069999999999999,2.9,0.47,0.04117995000000031
2010,6008301802,7.84,0.0,11.03,5322.0,51.0,0.0069999999999999,1.8,0.36,0.03735029999999999
2010,6008300402,7.29,0.0,10.94,5425.0,96.0,0.002,6.4,0.37,0.03370890000000016
2010,6009701802,7.89,0.0,10.22,6990.0,54.7,0.006,4.0,0.43,0.03199185000000007
2010,6009700702,8.22,0.0,11.15,8586.0,67.8,0.002,3.6,0.43,0.026226750000000108
2010,6010403702,8.11,0.0,11.22,5139.0,69.1,0.003,5.6,0.37,0.036898399999999984
2010,6009701102,8.37,0.0,12.99,6279.0,100.0,0.008,9.8,0.37,0.03267724999999979
2010,6010700202,8.14,61.0,10.14,52016.0,85.9,0.003,10.8,0.63,0.047868199999999854
2010,6009700302,8.23,0.0,7.84,5586.0,89.6,0.015,15.1,0.77,0.0719463000000009
2010,6009701302,8.3,0.0,10.61,6279.0,75.7,0.002,2.9,0.4,0.02337955000000022
2010,6009400202,8.1,0.0,10.98,5494.0,270.0,0.0069999999999999,0.9,0.43,0.03467365000000011
2010,6010402702,8.1,792.0,11.47,29668.0,23.5,0.003,5.6,0.29,0.029206900000000077
2010,6008500302,7.76,0.0,8.71,2137.0,59.5,0.039,86.1,1.0,0.14412839999999932
2010,6008500402,7.74,0.0,8.26,2128.0,134.0,0.032,74.0,0.95,0.11402429999999932
2010,6008301202,7.71,0.0,11.56,0.0,148.0,0.06,54.7,1.3,0.1320420500000004
2010,6008301902,7.91,0.0,11.37,0.0,101.0,0.043,57.0,1.05,0.12962844999999973
2010,6008200302,7.69,0.0,11.41,6565.0,180.0,0.037000000000000005,96.8,1.1,0.18245249999999982
2010,6008501402,7.85,0.0,9.19,4791.0,108.0,0.053,227.0,1.55,0.2603145000000013
2010,6008000602,7.99,0.0,11.45,5595.0,133.0,0.036000000000000004,73.4,1.0,0.12374479999999885
2010,6008300202,7.96,0.0,11.88,6936.0,73.4,0.013000000000000001,34.3,0.86,0.08560105000000003
2010,6008310402,8.08,0.0,12.29,5322.0,53.0,0.005,2.7,0.42,0.04351235000000026
2010,6008000702,8.21,0.0,13.15,7760.0,157.0,0.011000000000000001,4.3,1.06,0.04923625000000059
2010,6008300402,8.01,0.0,12.93,5425.0,99.1,0.004,7.0,0.46,0.0322417500000002
2010,6008301802,8.08,0.0,12.46,5322.0,51.4,0.005,3.6,0.34,0.03290475000000007
2010,6008310302,8.19,0.0,12.13,8633.0,80.6,0.006,14.7,0.57,0.04725874999999972
2010,6008300902,8.02,0.0,12.14,5914.0,21.1,0.006,2.9,0.23,0.029723799999999998
2010,6009700302,8.24,0.0,13.01,5586.0,108.0,0.011000000000000001,6.0,0.58,0.03701184999999995
2010,6009701102,8.37,0.0,15.61,6279.0,135.0,0.0069999999999999,2.7,0.41,0.019760500000000018
2010,6009700702,8.31,0.0,11.23,8586.0,76.3,0.0069999999999999,0.9,0.44,0.02661760000000013
2010,6010402702,8.22,792.0,15.27,29668.0,22.6,0.003,4.3,0.26,0.027348699999999938
2010,6009400202,8.11,0.0,13.06,5494.0,294.0,0.009000000000000001,1.1,0.33,0.022536449999999833
2010,6010403702,8.11,0.0,16.15,5139.0,72.1,0.005,3.9,0.62,0.04092465000000013
2010,6009701802,8.02,0.0,12.39,6990.0,60.4,0.004,3.4,0.45,0.027600650000000088
2010,6009701302,8.38,0.0,14.05,6279.0,80.2,0.006,3.1,0.41,0.022822650000000135
2010,6010700202,8.16,61.0,12.35,52016.0,72.7,0.009000000000000001,8.6,0.63,0.0402969500000003
2010,6008200302,8.21,0.0,11.15,6565.0,596.0,0.013000000000000001,1.4,0.52,0.032436700000000165
2010,6008501402,8.13,0.0,10.73,4791.0,283.0,0.033,4.0,0.74,0.06621110000000018
2010,6008000602,8.22,0.0,11.28,5595.0,318.0,0.0069999999999999,1.5,0.44,0.035216149999999995
2010,6008301202,8.16,0.0,11.53,0.0,361.0,0.066,2.3,0.67,0.051068699999999925
2010,6008500402,7.97,0.0,10.19,2128.0,255.0,0.008,0.9,0.37,0.03505024999999992
2010,6008301902,8.49,0.0,12.84,0.0,120.0,0.009000000000000001,5.7,0.42,0.041178949999999645
2010,6008500302,8.0,0.0,11.32,2137.0,165.0,0.011000000000000001,1.7,0.4,0.03570609999999997
2010,6008310302,8.13,0.0,13.34,8633.0,93.7,0.006,10.9,0.55,0.04550149999999984
2010,6008300902,8.04,0.0,13.03,5914.0,24.7,0.006,4.9,0.27,0.03227863333333332
2010,6008310402,8.01,0.0,13.4,5322.0,55.1,0.008,3.6,0.39,0.03544764999999981
2010,6008300402,8.24,0.0,13.44,5425.0,95.7,0.003,6.1,0.59,0.04007870000000035
2010,6008000702,8.01,0.0,13.33,7760.0,160.0,0.008,3.5,0.51,0.02884935000000009
2010,6008300202,8.09,0.0,13.84,6936.0,89.6,0.015,26.5,0.87,0.0803857999999999
2010,6008301802,8.1,0.0,13.35,5322.0,52.1,0.003,6.3,0.31,0.025643550000000195
2010,6010402702,8.23,792.0,15.67,29668.0,31.7,0.003,11.9,0.41,0.04097305000000018
2010,6009701102,8.24,0.0,15.39,6279.0,128.0,0.0139999999999999,12.7,0.43,0.03784474999999945
2010,6009700702,8.26,0.0,15.28,8586.0,82.3,0.008,3.6,0.51,0.03150505000000014
2010,6010700202,8.14,61.0,14.22,52016.0,62.8,0.012,8.9,0.6,0.0391957000000002
2010,6009400202,8.26,0.0,14.3,5494.0,118.0,0.012,3.5,0.36,0.026544150000000072
2010,6010403702,8.14,0.0,14.46,5139.0,67.6,0.005,2.9,0.47,0.03844159999999992
2010,6009701302,8.33,0.0,15.13,6279.0,81.1,0.0069999999999999,8.2,0.48,0.03580269999999994
2010,6009700302,8.22,0.0,14.85,5586.0,107.0,0.016,11.5,0.53,0.04108064999999958
2010,6009701802,8.01,0.0,13.75,6990.0,63.8,0.009000000000000001,2.5,0.49,0.0324600500000002
2010,6008501402,8.06,0.0,13.63,4791.0,215.0,0.034,5.1,0.71,0.08157215000000052
2010,6008200302,8.2,0.0,14.75,6565.0,292.0,0.011000000000000001,2.0,0.35,0.02556189999999984
2010,6008301902,8.35,0.0,15.16,0.0,114.0,0.009000000000000001,9.4,0.46,0.048451649999999714
2010,6008500402,8.1,0.0,14.09,2128.0,178.0,0.012,4.1,0.45,0.03718479999999967
2010,6008301202,8.08,0.0,14.5,0.0,277.0,0.031,3.0,0.76,0.05362974999999987
2010,6008500302,8.07,0.0,14.23,2137.0,127.0,0.012,3.5,0.4,0.033136699999999596
2010,6008000602,8.13,0.0,14.74,5595.0,225.0,0.009000000000000001,3.6,0.47,0.03310804999999973
2010,6008000702,7.62,0.0,11.61,7760.0,1030.0,0.0139999999999999,3.2,0.25,0.02494055000000014
2010,6008310402,7.97,0.0,21.78,5322.0,54.4,0.006,6.1,0.47,0.0353569500000001
2010,6008301802,8.06,0.0,23.28,5322.0,51.5,0.005,3.5,0.34,0.03380795000000004
2010,6008300202,8.04,0.0,13.46,6936.0,210.0,0.015,7.7,0.58,0.03998019999999996
2010,6008300402,8.0,0.0,19.39,5425.0,287.0,0.0069999999999999,40.4,0.5,0.04690504999999973
2010,6008310302,8.11,0.0,16.2,8633.0,214.0,0.011000000000000001,3.8,0.47,0.03079839999999985
2010,6008300902,8.08,0.0,20.87,5914.0,36.9,0.0069999999999999,4.1,0.72,0.050562600000000305
2010,6009701102,8.28,0.0,9.12,6279.0,396.0,0.016,5.4,0.41,0.033350250000000005
2010,6010402702,8.21,792.0,20.05,29668.0,36.6,0.005,49.7,0.45,0.06238070000000049
2010,6009701302,8.42,0.0,11.17,6279.0,128.0,0.0069999999999999,2.2,0.39,0.019973150000000054
2010,6009700702,8.16,0.0,9.32,8586.0,125.0,0.0069999999999999,3.5,0.39,0.029182950000000027
2010,6010700202,8.19,61.0,8.7,52016.0,101.0,0.0139999999999999,4.7,0.46,0.030732750000000107
2010,6009701802,8.39,0.0,21.51,6990.0,68.2,0.008,2.7,0.39,0.024431949999999952
2010,6009700302,7.92,0.0,8.87,5586.0,401.0,0.015,6.2,0.43,0.03436775000000001
2010,6010403702,8.19,0.0,24.21,5139.0,258.0,0.0069999999999999,12.1,0.41,0.04417310000000001
2010,6009400202,7.32,0.0,5.3,5494.0,1390.0,0.0279999999999999,2.1,0.3,0.02754230000000009
2010,6008000602,7.96,0.0,19.25,5595.0,1040.0,0.013000000000000001,5.2,0.41,0.03272069999999985
2010,6008501402,7.9,0.0,16.94,4791.0,965.0,0.083,3.3,3.2,0.11438459999999881
2010,6008500302,7.99,0.0,18.23,2137.0,381.0,0.023,6.7,0.4,0.04286879999999998
2010,6008500402,7.83,0.0,19.17,2128.0,963.0,0.021,3.0,0.37,0.03480229999999987
2010,6008301902,8.39,0.0,18.91,0.0,349.0,0.013000000000000001,2.7,0.47,0.03178024999999975
2010,6008200302,7.98,0.0,18.88,6565.0,1980.0,0.026000000000000002,7.5,0.72,0.04632175000000018
2010,6008301202,7.77,0.0,19.06,0.0,1740.0,0.052000000000000005,4.0,0.95,0.04369430000000023
2011,6008310402,7.94,0.0,15.58,5322.0,55.4,0.0069999999999999,7.8,0.36,0.03675374999999998
2011,6008301802,8.1,0.0,14.76,5322.0,53.8,0.0069999999999999,4.5,0.31,0.02720881666666644
2011,6008000702,7.58,0.0,15.92,7760.0,1200.0,0.011000000000000001,2.4,0.21,0.017952650000000007
2011,6008300902,8.3,0.0,15.18,5914.0,23.5,0.005,4.4,0.21,0.028208666666666656
2011,6008300402,8.37,0.0,15.15,5425.0,286.0,0.006,5.8,0.34,0.02587500000000005
2011,6008300202,7.82,0.0,15.54,6936.0,592.0,0.013000000000000001,2.5,0.41,0.031138399999999913
2011,6008310302,8.13,0.0,15.55,8633.0,293.0,0.011000000000000001,3.6,0.37,0.027293399999999877
2011,6010402702,8.14,791.0,16.02,29668.0,25.5,0.006,5.9,0.18,0.02834768333333355
2011,6010700202,8.07,70.0,15.84,52016.0,361.0,0.016,27.3,0.59,0.05579780000000077
2011,6009700302,7.7,0.0,16.49,5586.0,773.0,0.02,15.9,0.42,0.03802769999999946
2011,6009400202,7.81,0.0,15.55,5494.0,3400.0,0.06,5.1,0.36,0.028364299999999946
2011,6009700702,8.09,0.0,16.72,8586.0,157.0,0.0069999999999999,2.9,0.29,0.0218630666666667
2011,6009701802,8.71,0.0,15.45,6990.0,50.7,0.0069999999999999,1.8,0.25,0.019017433333333326
2011,6009701102,8.2,0.0,15.62,6279.0,1040.0,0.02,5.9,0.44,0.03341429999999974
2011,6010403702,8.19,0.0,14.61,5139.0,468.0,0.013000000000000001,8.8,0.36,0.03672489999999995
2011,6009701302,8.34,0.0,15.96,6279.0,166.0,0.006,5.0,0.28,0.018631233333333157
2011,6008200302,7.82,0.0,15.31,6565.0,18200.0,0.155,7.7,3.75,0.11913019999999948
2011,6008000602,7.87,0.0,15.06,5595.0,5410.0,0.149,4.2,0.65,0.04515550000000019
2011,6008301202,7.85,0.0,16.8,0.0,2880.0,0.081,9.8,2.32,0.07685405000000026
2011,6008500302,8.3,0.0,15.53,2137.0,822.0,0.03,2.4,0.38,0.03162539999999961
2011,6008301902,8.38,0.0,16.71,0.0,1030.0,0.09,1.7,0.59,0.04268514999999974
2011,6008501402,7.96,0.0,15.36,4791.0,2520.0,0.198,7.0,4.1,0.10172059999999791
2011,6008500402,7.6,0.0,12.8,2128.0,3440.0,0.0559999999999999,2.9,0.4,0.03198819999999999
2011,6008300902,8.83,0.0,16.53,5914.0,46.5,0.018000000000000002,5.1,0.72,0.05616174999999988
2011,6008310402,8.1,0.0,13.33,5322.0,67.3,0.008,4.1,0.46,0.036192550000000025
2011,6008300202,8.15,0.0,16.48,6936.0,233.0,0.023,8.5,0.91,0.08491715000000065
2011,6008310302,8.26,0.0,17.43,8633.0,241.0,0.021,7.8,0.76,0.06814654999999932
2011,6008300402,8.51,0.0,17.12,5425.0,321.0,0.018000000000000002,6.3,0.65,0.039198599999999535
2011,6008000702,8.0,0.0,16.77,7760.0,609.0,0.027000000000000003,5.7,0.79,0.07091359999999984
2011,6008301802,8.43,0.0,14.48,5322.0,57.4,0.0069999999999999,10.8,0.45,0.042826350000000166
2011,6010403702,8.31,0.0,15.14,5139.0,202.0,0.011000000000000001,4.7,0.4,0.034699199999999736
2011,6009700702,8.33,0.0,16.53,8586.0,208.0,0.01,4.5,0.41,0.029208449999999928
2011,6009400202,8.06,0.0,17.05,5494.0,1720.0,0.051,5.0,0.46,0.030313099999999874
2011,6009701102,8.4,0.0,17.35,6279.0,665.0,0.026000000000000002,19.3,0.57,0.0546777000000009
2011,6009701802,8.69,0.0,15.98,6990.0,86.3,0.009000000000000001,2.2,0.4,0.02373545
2011,6009700302,8.12,0.0,17.25,5586.0,572.0,0.025,19.1,0.59,0.0582375000000013
2011,6009701302,8.49,0.0,16.48,6279.0,235.0,0.011000000000000001,12.9,0.45,0.037249099999999195
2011,6010700202,8.36,70.0,16.59,52016.0,244.0,0.017,13.3,0.53,0.036943499999999733
2011,6010402702,8.35,791.0,17.24,29668.0,45.1,0.006,53.9,0.41,0.06008675000000061
2011,6008301202,8.0,0.0,17.05,0.0,2070.0,0.062,6.1,1.69,0.06492844999999962
2011,6008200302,8.01,0.0,16.78,6565.0,3390.0,0.094,4.8,0.76,0.04013055000000023
2011,6008501402,8.08,0.0,15.7,4791.0,1500.0,0.109,12.5,2.8,0.08349215000000067
2011,6008000602,8.21,0.0,16.84,5595.0,1670.0,0.04,8.4,0.56,0.04632659999999982
2011,6008301902,8.51,0.0,17.21,0.0,637.0,0.023,6.3,0.68,0.041956049999999356
2011,6008500302,8.24,0.0,16.33,2137.0,670.0,0.025,3.8,0.43,0.03337034999999959
2011,6008500402,7.87,0.0,16.09,2128.0,1870.0,0.037000000000000005,4.5,0.4,0.0295038999999997
2011,6008310402,8.42,0.0,16.62,5322.0,50.8,0.008,13.6,0.49,0.04565855000000024
2011,6008301802,8.64,0.0,17.47,5322.0,43.0,0.005,15.9,0.43,0.04394330000000018
2011,6008310302,8.4,0.0,17.05,8633.0,148.0,0.017,31.3,0.71,0.07186365000000017
2011,6008300202,8.34,0.0,17.28,6936.0,149.0,0.022000000000000002,19.4,0.69,0.06866034999999888
2011,6008300402,8.89,0.0,15.58,5425.0,142.0,0.01,146.0,0.71,0.1992105500000003
2011,6008300902,8.75,0.0,17.17,5914.0,48.9,0.008,24.6,0.53,0.054544749999999795
2011,6008000702,8.06,0.0,14.8,7760.0,236.0,0.016,10.6,0.63,0.046525999999999616
2011,6009701802,8.71,0.0,17.22,6990.0,78.3,0.011000000000000001,8.9,0.45,0.038985399999999934
2011,6010700202,8.64,70.0,17.16,52016.0,129.0,0.011000000000000001,18.5,0.45,0.03657144999999942
2011,6010403702,8.53,0.0,17.59,5139.0,94.0,0.0069999999999999,22.3,0.56,0.0565965999999997
2011,6009701102,8.63,0.0,16.1,6279.0,306.0,0.018000000000000002,25.2,0.45,0.04811125
2011,6010402702,8.49,791.0,17.06,29668.0,46.0,0.005,30.0,0.4,0.04954669999999984
2011,6009700702,8.61,0.0,17.45,8586.0,107.0,0.008,12.1,0.41,0.035618749999999484
