Unnamed: 0,STATION,DATE,"Nitrogen, Total Kjeldahl (TKN)",pH (lab),"Phosphorus, Total",Nitrates (Nitrate + Nitrite),"Conductivity, Specific","Solids, Suspended (TSS)","Chloride, Total",Nitrite,"Oxygen, Dissolved",pH (field),"Conductivity, Specific (Field)","Depth, Sample (Field)","Oxygen, Dissolved (% Saturation)","Conductivity, Ambient",Chloride (Field),Nitrate,"Carbon, Dissolved Organic (DOC)","Conductivity, Estimated",Nitrogen; total,Nitrogen; nitrite,Nitrogen; nitrate+nitrite,"Carbon, Dissolved Inorganic (DIC)",Conductivity (Calculated),LATITUDE,LONGITUDE,Phosphorus,Nitrogen
774,6008300202,2-26-2004,,,0.06,,,7.0,530.0,0.03,,,,,,,,1.67,,,,,,,,43.73686613887,-79.62831823174,,
775,6008300202,2-26-2008,0.08,8.21,0.04,,1500.0,2.0,322.0,0.024,18.0,8.0,1513.0,160.0,124.0,,,3.56,6.5,,,,,,,43.73686613887,-79.62831823174,,
776,6008300202,2-27-2002,,8.3,0.141,,,47.0,94.2,0.044,12.2,,,,90.1,,,4.5,,,,,,,,43.73686613887,-79.62831823174,,
777,6008300202,2-27-2003,,8.4,0.051,,,9.0,588.0,0.037,10.67,,,,75.9,,,1.23,,,,,,,,43.73686613887,-79.62831823174,,
778,6008300202,2-27-2019,2.0,7.8,0.116,,3160.0,12.0,966.0,0.032,,7.58,3327.0,230.0,,,,0.65,,,,,,,,43.73686613887,-79.62831823174,,
779,6008300202,3-16-2016,1.21,8.2,0.13,,969.0,41.0,171.0,0.013,12.23,8.08,618.0,240.0,99.9,,,2.58,,,,,,,,43.73686613887,-79.62831823174,,
780,6008300202,3-18-2002,,8.3,,,,22.0,187.0,0.062,14.71,,,,112.8,,,2.68,,,,,,,,43.73686613887,-79.62831823174,,
781,6008300202,3-18-2008,,8.2,0.07,,1580.0,8.0,375.0,0.03,17.0,8.0,1583.0,285.0,118.0,,,1.89,6.8,,,,,,,43.73686613887,-79.62831823174,,
782,6008300202,3-19-2012,0.92,8.38,0.098,0.93,886.0,51.4,138.0,0.019,12.86,8.21,843.0,210.0,122.4,,,0.911,,963.0,,,,,,43.73686613887,-79.62831823174,,
783,6008300202,3-19-2014,0.81,8.2,0.089,1.1,1560.0,16.4,374.0,0.021,16.63,7.79,1632.0,175.0,115.7,,,1.08,,1640.0,,,,,,43.73686613887,-79.62831823174,,
784,6008300202,3-2-2020,1.25,7.8,0.0828,,2710.0,7.0,733.0,0.033,14.81,8.18,3463.0,210.0,108.4,,,1.45,,,,,,,,43.73686613887,-79.62831823174,,
785,6008300202,3-20-2007,0.77,8.21,0.1,,1080.0,14.0,215.0,0.038,15.0,9.0,974.0,250.0,102.0,,,1.64,7.4,,,,,,,43.73686613887,-79.62831823174,,
786,6008300202,3-21-2018,0.78,8.3,0.0381,,2010.0,17.0,492.0,0.011,14.86,8.18,2070.0,115.0,112.2,,,0.35,,,,,,,,43.73686613887,-79.62831823174,,
787,6008300202,3-22-2010,0.77,8.19,0.087,1.25,1010.0,31.4,157.0,0.017,14.74,7.42,999.0,180.0,114.1,,,1.23,,1090.0,,,,,,43.73686613887,-79.62831823174,,
788,6008300202,3-22-2011,0.69,8.19,0.082,1.63,875.0,19.4,149.0,0.022,17.28,8.34,854.0,190.0,131.1,,,1.61,,909.0,,,,,,43.73686613887,-79.62831823174,,
789,6008300202,3-22-2017,0.64,8.2,0.0389,,2280.0,13.0,562.0,0.016,17.45,8.24,2465.0,140.0,116.2,,,1.03,,,,,,,,43.73686613887,-79.62831823174,,
790,6008300202,3-23-2009,0.85,8.33,0.04,,1120.0,28.0,201.0,0.006,16.0,8.0,1107.0,135.0,125.0,,,0.99,4.7,,,,,,,43.73686613887,-79.62831823174,,
791,6008300202,3-24-2006,0.506,8.42,0.05,,800.0,16.0,92.7,0.004,15.0,8.0,748.0,20.0,112.0,,,0.81,4.5,,,,,,,43.73686613887,-79.62831823174,,
792,6008300202,3-25-2004,,,0.08,,,16.0,310.0,0.068,,,,,,,,2.32,,,,,,,,43.73686613887,-79.62831823174,,
793,6008300202,3-25-2013,0.79,8.15,0.087,1.48,965.0,35.1,166.0,0.02,17.54,7.93,965.0,220.0,128.3,,,1.46,,1010.0,,,,,,43.73686613887,-79.62831823174,,
794,6008300202,3-26-2015,0.86,8.1,0.089,0.804,1640.0,20.2,399.0,0.02,19.93,7.93,1515.0,185.0,143.2,,,0.784,,1720.0,,,,,,43.73686613887,-79.62831823174,,
795,6008300202,3-27-2019,0.93,8.1,0.0787,,1400.0,23.0,339.0,0.013,13.99,8.02,1431.0,150.0,105.6,,,0.72,,,,,,,,43.73686613887,-79.62831823174,,
796,6008300202,4-13-2010,0.86,8.32,0.096,1.3,937.0,60.5,141.0,0.022,12.98,7.94,927.0,220.0,119.9,,,1.28,,1020.0,,,,,,43.73686613887,-79.62831823174,,
797,6008300202,4-17-2013,0.8,8.23,0.079,2.06,719.0,14.7,113.0,0.018,16.04,7.98,681.0,230.0,136.8,,,2.04,,802.0,,,,,,43.73686613887,-79.62831823174,,
798,6008300202,4-18-2011,0.37,8.27,0.021,0.591,1190.0,27.2,226.0,0.011,15.32,8.26,1167.0,240.0,123.8,,,0.58,,1240.0,,,,,,43.73686613887,-79.62831823174,,
799,6008300202,4-20-2016,0.98,8.3,0.0644,,1220.0,22.0,235.0,0.012,11.75,8.4,1214.0,110.0,115.4,,,0.46,,,,,,,,43.73686613887,-79.62831823174,,
800,6008300202,4-21-2009,0.47,8.17,0.06,,1080.0,54.0,230.0,0.011,12.0,8.0,1165.0,130.0,105.0,,,0.47,5.1,,,,,,,43.73686613887,-79.62831823174,,
801,6008300202,4-22-2015,0.83,8.2,0.079,1.41,1070.0,24.7,216.0,0.018,16.02,8.05,1116.0,200.0,137.6,,,1.39,,1180.0,,,,,,43.73686613887,-79.62831823174,,
802,6008300202,4-24-2007,1.14,8.3,0.15,,1200.0,74.0,214.0,0.017,10.0,8.0,1101.0,120.0,101.0,,,0.64,6.5,,,,,,,43.73686613887,-79.62831823174,,
803,6008300202,4-24-2008,,8.31,0.14,,963.0,88.0,147.0,0.025,10.0,8.0,938.0,140.0,101.0,,,0.45,7.7,,,,,,,43.73686613887,-79.62831823174,,
804,6008300202,4-24-2012,0.64,8.38,0.059,0.13,1200.0,23.4,238.0,0.005,15.62,8.31,744.0,130.0,128.6,,,0.125,,1290.0,,,,,,43.73686613887,-79.62831823174,,
805,6008300202,4-24-2014,0.75,8.4,0.051,0.282,1260.0,20.4,287.0,0.008,18.31,8.41,1294.0,230.0,165.8,,,0.274,,1450.0,,,,,,43.73686613887,-79.62831823174,,
806,6008300202,4-24-2019,1.23,8.2,0.0923,,998.0,36.0,173.0,0.021,15.74,7.3,986.0,210.0,135.8,,,1.39,,,,,,,,43.73686613887,-79.62831823174,,
807,6008300202,4-25-2018,1.13,8.1,0.0565,,1230.0,22.0,242.0,0.014,11.17,8.03,1226.0,205.0,98.8,,,1.77,,,,,,,,43.73686613887,-79.62831823174,,
808,6008300202,4-26-2017,0.97,8.2,0.0519,,1150.0,18.0,221.0,0.018,11.98,8.28,1182.0,200.0,104.8,,,0.76,,,,,,,,43.73686613887,-79.62831823174,,
809,6008300202,4-27-2006,1.238,8.31,0.1,,749.0,62.0,89.6,0.026,12.0,8.0,692.0,200.0,105.0,,,1.96,8.0,,,,,,,43.73686613887,-79.62831823174,,
810,6008300202,4-28-2004,,,0.07,,,57.0,150.0,0.016,,,,,,,,0.93,,,,,,,,43.73686613887,-79.62831823174,,
811,6008300202,4-29-2002,,8.1,0.16,,,73.0,83.9,0.034,13.75,,,,111.6,,,1.04,,,,,,,,43.73686613887,-79.62831823174,,
812,6008300202,5-15-2019,0.88,8.2,0.0275,,787.0,13.0,111.0,0.011,14.64,8.82,809.0,150.0,132.5,,,1.15,,,,,,,,43.73686613887,-79.62831823174,,
813,6008300202,5-16-2018,1.23,8.1,0.0824,,1390.0,36.0,305.0,0.017,9.72,8.01,1346.0,190.0,100.6,,,0.31,,,,,,,,43.73686613887,-79.62831823174,,
814,6008300202,5-17-2011,1.62,8.1,0.155,1.72,615.0,71.2,69.7,0.049,11.53,8.17,607.0,310.0,104.6,,,1.67,,657.0,,,,,,43.73686613887,-79.62831823174,,
815,6008300202,5-17-2017,0.91,8.3,0.0489,,978.0,9.0,153.0,0.011,11.73,8.25,1001.0,255.0,115.5,,,0.44,,,,,,,,43.73686613887,-79.62831823174,,
816,6008300202,5-18-2010,0.78,8.43,0.041,1.32,926.0,6.7,153.0,0.029,13.29,7.87,906.0,170.0,135.8,,,1.29,,966.0,,,,,,43.73686613887,-79.62831823174,,
817,6008300202,5-18-2016,0.88,8.4,0.0533,,1330.0,16.0,282.0,0.011,12.06,8.44,1326.0,110.0,122.1,,,0.14,,,,,,,,43.73686613887,-79.62831823174,,
818,6008300202,5-19-2006,,,,,,,,,9.0,8.0,632.0,200.0,91.0,,,,,,,,,,,43.73686613887,-79.62831823174,,
819,6008300202,5-21-2008,,8.53,0.1,,1040.0,46.0,172.0,0.011,13.0,8.0,1053.0,100.0,123.0,,,0.16,7.9,,,,,,,43.73686613887,-79.62831823174,,
820,6008300202,5-21-2013,0.76,8.37,0.042,0.023,1060.0,8.1,200.0,0.004,10.39,8.14,1070.0,165.0,122.3,,,0.019,,1140.0,,,,,,43.73686613887,-79.62831823174,,
821,6008300202,5-21-2015,0.88,8.3,0.072,0.028,1390.0,15.4,297.0,0.006,15.73,8.13,1409.0,170.0,147.2,,,0.022,,1490.0,,,,,,43.73686613887,-79.62831823174,,
822,6008300202,5-22-2012,0.96,8.36,0.073,0.048,858.0,20.4,150.0,0.003,10.56,8.22,879.0,120.0,120.8,,,0.045,,922.0,,,,,,43.73686613887,-79.62831823174,,
823,6008300202,5-23-2014,0.63,8.3,0.044,0.058,1110.0,14.7,203.0,0.015,10.73,8.18,1110.0,100.0,112.5,,,0.043,,1200.0,,,,,,43.73686613887,-79.62831823174,,
824,6008300202,5-25-2009,1.17,8.34,0.09,,989.0,37.0,163.0,0.009,12.0,8.0,1068.0,125.0,139.0,,,0.03,6.1,,,,,,,43.73686613887,-79.62831823174,,
825,6008300202,5-27-2020,1.05,8.2,0.0541,,1590.0,14.0,354.0,0.011,6.74,7.95,1558.0,145.0,82.4,,,0.11,6.0,,,,,,,43.73686613887,-79.62831823174,,
826,6008300202,5-29-2007,1.1,8.27,0.08,,1040.0,33.0,178.0,0.004,12.0,8.0,1084.0,140.0,132.0,,,0.05,7.8,,,,,,,43.73686613887,-79.62831823174,,
827,6008300202,5-30-2002,,8.2,0.063,,,13.0,87.5,0.038,13.49,,,,161.7,,,0.53,,,,,,,,43.73686613887,-79.62831823174,,
828,6008300202,6-18-2013,1.13,8.44,0.066,2.41,680.0,10.9,84.2,0.071,12.75,8.23,683.0,210.0,145.7,,,2.34,,746.0,,,,,,43.73686613887,-79.62831823174,,
829,6008300202,6-18-2014,1.1,7.93,0.12,0.96,900.0,75.0,170.0,0.055,9.76,8.06,902.0,300.0,110.3,,,0.91,,,,,,,,43.73686613887,-79.62831823174,,
830,6008300202,6-19-2019,1.23,8.3,0.058,,1180.0,14.0,241.0,0.011,9.39,8.3,1199.0,190.0,111.3,,,0.1,,,,,,,,43.73686613887,-79.62831823174,,
831,6008300202,6-20-2007,1.69,8.3,0.19,,982.0,85.0,178.0,0.209,9.0,8.0,965.0,170.0,111.0,,,0.59,9.4,,,,,,,43.73686613887,-79.62831823174,,
832,6008300202,6-20-2018,1.51,8.0,0.103,,1720.0,18.0,422.0,0.012,4.52,8.07,1725.0,120.0,51.5,,,0.08,,,,,,,,43.73686613887,-79.62831823174,,
833,6008300202,6-21-2006,1.406,8.28,0.12,,900.0,14.0,155.0,0.02,12.0,8.0,851.0,125.0,144.0,,,0.28,8.9,,,,,,,43.73686613887,-79.62831823174,,
834,6008300202,6-21-2010,1.01,8.42,0.062,2.36,701.0,10.4,86.3,0.059,9.88,7.97,693.0,130.0,118.9,,,2.3,,747.0,,,,,,43.73686613887,-79.62831823174,,
835,6008300202,6-21-2011,1.24,8.4,0.076,0.362,653.0,10.0,84.5,0.034,11.61,8.14,683.0,150.0,140.6,,,0.328,,701.0,,,,,,43.73686613887,-79.62831823174,,
836,6008300202,6-21-2017,1.16,8.2,0.092,,961.0,24.0,168.0,0.013,10.14,8.47,1021.0,220.0,109.3,,,0.19,,,,,,,,43.73686613887,-79.62831823174,,
837,6008300202,6-22-2009,1.14,8.22,0.171,0.32,850.0,75.5,142.0,0.022,9.0,8.0,851.0,240.0,107.0,,,0.298,,925.0,,,,,,43.73686613887,-79.62831823174,,
838,6008300202,6-22-2016,1.1,8.1,0.104,,1510.0,11.0,339.0,0.011,8.67,8.2,1503.0,120.0,100.8,,,0.16,,,,,,,,43.73686613887,-79.62831823174,,
839,6008300202,6-23-2008,,8.37,0.08,,943.0,22.0,166.0,0.034,10.0,8.0,945.0,140.0,121.0,,,0.4,8.5,,,,,,,43.73686613887,-79.62831823174,,
840,6008300202,6-24-2015,1.11,8.2,0.166,,754.0,53.0,132.0,0.024,11.32,7.86,722.0,170.0,126.0,,,0.56,5.2,,,,,,,43.73686613887,-79.62831823174,,
841,6008300202,6-24-2020,1.5,8.2,0.133,,1550.0,43.0,359.0,0.03,8.27,7.87,1529.0,225.0,93.4,,,0.2,7.1,,,,,,,43.73686613887,-79.62831823174,,
842,6008300202,6-26-2012,0.88,8.33,0.092,0.021,941.0,18.8,179.0,0.003,11.2,8.3,592.0,200.0,136.3,,,0.018,,1020.0,,,,,,43.73686613887,-79.62831823174,,
843,6008300202,6-29-2004,1.6,,0.11,,,64.0,140.0,0.003,,,,,,,,0.1,,,,,,,,43.73686613887,-79.62831823174,,
844,6008300202,7-18-2006,1.126,8.71,0.06,,532.0,19.0,59.7,0.069,11.0,9.0,1082.0,160.0,136.0,,,3.22,8.6,,,,,,,43.73686613887,-79.62831823174,,
845,6008300202,7-19-2010,1.0,8.26,0.072,0.318,702.0,8.5,90.7,0.103,10.87,7.9,704.0,120.0,135.8,,,0.22,,746.0,,,,,,43.73686613887,-79.62831823174,,
846,6008300202,7-19-2011,0.95,8.41,0.153,0.141,989.0,11.3,189.0,0.011,13.87,8.28,1116.0,145.0,188.4,,,0.13,,1080.0,,,,,,43.73686613887,-79.62831823174,,
847,6008300202,7-19-2017,1.18,8.3,0.0964,,1020.0,26.0,185.0,0.011,11.46,8.31,1028.0,140.0,138.1,,,0.055,,,,,,,,43.73686613887,-79.62831823174,,
848,6008300202,7-20-2005,1.9,,0.2,,,56.0,122.0,0.046,10.0,10.0,635.0,270.0,122.0,,,0.53,,,,,,,,43.73686613887,-79.62831823174,,
849,6008300202,7-20-2009,0.52,8.05,0.05,0.126,964.0,31.3,172.0,0.017,9.0,8.0,944.0,150.0,107.0,,,0.109,,1020.0,,,,,,43.73686613887,-79.62831823174,,
850,6008300202,7-20-2016,1.53,8.1,0.171,,1360.0,34.0,307.0,0.011,7.98,8.0,1437.0,130.0,90.9,,,0.055,,,,,,,,43.73686613887,-79.62831823174,,
851,6008300202,7-21-2008,1.34,8.19,0.24,,561.0,105.0,85.1,0.088,9.0,8.0,556.0,230.0,100.0,,,0.35,7.1,,,,,,,43.73686613887,-79.62831823174,,
852,6008300202,7-22-2015,1.13,8.2,0.135,,1060.0,47.0,190.0,0.009,7.28,8.11,1075.0,140.0,84.0,,,0.05,,,,,,,,43.73686613887,-79.62831823174,,
853,6008300202,7-22-2020,1.7,8.1,0.162,,1410.0,27.0,312.0,0.011,6.41,7.93,1417.0,195.0,75.8,,,0.055,8.8,,,,,,,43.73686613887,-79.62831823174,,
854,6008300202,7-24-2012,1.77,8.55,0.411,0.033,1190.0,15.6,258.0,0.006,12.74,8.48,1184.0,95.0,154.8,,,0.027,,1220.0,,,,,,43.73686613887,-79.62831823174,,
855,6008300202,7-24-2013,1.11,8.31,0.076,0.434,700.0,7.6,95.3,0.018,,,,110.0,,,,0.416,,755.0,,,,,,43.73686613887,-79.62831823174,,
856,6008300202,7-24-2019,1.55,8.2,0.118,,1030.0,42.0,212.0,0.013,7.95,8.1,1021.0,170.0,92.8,,,0.09,,,,,,,,43.73686613887,-79.62831823174,,
857,6008300202,7-25-2007,1.21,8.26,0.13,,1050.0,21.0,191.0,0.008,11.0,8.0,1041.0,100.0,127.0,,,0.08,8.8,,,,,,,43.73686613887,-79.62831823174,,
858,6008300202,7-25-2018,1.39,8.0,0.133,,1180.0,53.0,261.0,0.011,7.64,8.23,1154.0,185.0,92.1,,,0.07,,,,,,,,43.73686613887,-79.62831823174,,
859,6008300202,7-30-2002,,8.1,0.041,,,14.0,159.0,0.028,10.5,,,,136.5,,,0.49,,,,,,,,43.73686613887,-79.62831823174,,
860,6008300202,7-4-2014,0.9,8.22,0.058,0.16,1100.0,51.0,220.0,0.032,10.36,8.16,1139.0,125.0,119.1,,,0.13,,,,,,,,43.73686613887,-79.62831823174,,
861,6008300202,8-16-2005,1.4,,0.15,,,49.0,118.0,0.042,7.0,8.0,639.0,235.0,88.0,,,0.19,,,,,,,,43.73686613887,-79.62831823174,,
862,6008300202,8-17-2009,1.25,8.47,0.089,0.391,684.0,27.5,85.5,0.014,11.0,8.0,729.0,140.0,146.0,,,0.377,,730.0,,,,,,43.73686613887,-79.62831823174,,
863,6008300202,8-18-2008,1.41,8.66,0.06,,593.0,11.0,68.1,0.025,12.0,9.0,595.0,165.0,150.0,,,0.45,10.0,,,,,,,43.73686613887,-79.62831823174,,
864,6008300202,8-19-2015,0.92,8.2,0.113,,937.0,20.0,174.0,0.004,4.98,7.98,946.0,220.0,62.4,,,0.03,,,,,,,,43.73686613887,-79.62831823174,,
865,6008300202,8-21-2012,0.78,8.42,0.064,0.331,673.0,10.8,96.9,0.019,13.39,8.22,653.0,150.0,154.5,,,0.312,,717.0,,,,,,43.73686613887,-79.62831823174,,
866,6008300202,8-21-2013,0.95,8.2,0.114,0.054,790.0,11.7,116.0,0.012,6.97,7.78,783.0,125.0,83.4,,,0.042,,853.0,,,,,,43.73686613887,-79.62831823174,,
867,6008300202,8-21-2014,0.77,8.2,0.066,0.026,826.0,9.1,148.0,0.002,8.95,8.12,857.0,160.0,102.0,,,0.024,,902.0,,,,,,43.73686613887,-79.62831823174,,
868,6008300202,8-21-2019,2.0,8.1,0.138,,1220.0,26.0,293.0,0.011,8.74,8.39,1234.0,340.0,106.8,,,0.055,,,,,,,,43.73686613887,-79.62831823174,,
869,6008300202,8-22-2011,0.95,8.09,0.112,0.052,776.0,30.4,127.0,0.01,8.74,7.96,782.0,220.0,101.6,,,0.042,,831.0,,,,,,43.73686613887,-79.62831823174,,
870,6008300202,8-22-2018,1.26,8.2,0.137,,782.0,84.0,148.0,0.011,8.21,8.15,766.0,235.0,92.4,,,0.22,,,,,,,,43.73686613887,-79.62831823174,,
871,6008300202,8-23-2006,0.65,8.33,0.1,,844.0,18.0,139.0,0.009,12.0,8.0,842.0,100.0,136.0,,,0.18,7.6,,,,,,,43.73686613887,-79.62831823174,,
872,6008300202,8-23-2010,1.25,8.14,0.146,0.103,724.0,46.3,99.0,0.013,8.7,7.93,683.0,230.0,99.6,,,0.09,,749.0,,,,,,43.73686613887,-79.62831823174,,
873,6008300202,8-23-2017,0.87,7.9,0.139,,858.0,38.0,135.0,0.011,10.17,8.3,854.0,120.0,116.0,,,0.055,,,,,,,,43.73686613887,-79.62831823174,,
874,6008300202,8-24-2004,8.6,,0.14,,,50.0,157.0,0.026,,,,,,,,0.16,,,,,,,,43.73686613887,-79.62831823174,,
875,6008300202,8-24-2016,1.0,8.1,0.0954,,977.0,11.0,186.0,0.025,8.04,8.36,992.0,190.0,95.4,,,0.09,,,,,,,,43.73686613887,-79.62831823174,,
876,6008300202,8-25-2003,,8.7,0.1,,,19.0,219.0,0.005,9.9,,,,121.4,,,0.1,,,,,,,,43.73686613887,-79.62831823174,,
877,6008300202,8-27-2007,1.23,8.3,0.08,,1170.0,37.0,191.0,0.012,10.0,8.0,1155.0,95.0,116.0,,,0.06,9.2,,,,,,,43.73686613887,-79.62831823174,,
878,6008300202,8-27-2020,1.77,8.1,0.182,,1110.0,43.0,228.0,0.011,8.29,8.25,1098.0,230.0,98.4,,,0.055,7.6,,,,,,,43.73686613887,-79.62831823174,,
879,6008300202,8-28-2002,,8.3,0.161,,,27.0,231.0,0.013,4.55,,,,57.1,,,0.1,,,,,,,,43.73686613887,-79.62831823174,,
880,6008300202,9-15-2008,1.16,8.22,0.18,,524.0,62.0,58.0,0.017,9.0,8.0,526.0,300.0,95.0,,,0.34,8.3,,,,,,,43.73686613887,-79.62831823174,,
881,6008300202,9-19-2005,0.8,,0.06,,,12.0,99.5,0.015,9.0,8.0,733.0,210.0,103.0,,,0.1,,,,,,,,43.73686613887,-79.62831823174,,
882,6008300202,9-19-2011,0.63,8.45,0.063,0.013,697.0,10.2,109.0,0.002,11.04,8.45,702.0,160.0,112.7,,,0.011,,752.0,,,,,,43.73686613887,-79.62831823174,,
883,6008300202,9-20-2006,1.056,8.4,0.07,,705.0,24.0,94.1,0.015,10.0,8.0,697.0,100.0,105.0,,,0.23,6.2,,,,,,,43.73686613887,-79.62831823174,,
884,6008300202,9-20-2010,0.81,8.32,0.079,0.075,653.0,12.4,90.7,0.005,10.57,8.17,439.0,230.0,110.7,,,0.07,,703.0,,,,,,43.73686613887,-79.62831823174,,
885,6008300202,9-20-2017,0.77,8.2,0.0543,,948.0,7.0,160.0,0.011,8.65,8.24,963.0,170.0,98.7,,,0.07,,,,,,,,43.73686613887,-79.62831823174,,
886,6008300202,9-21-2004,1.0,,0.2,,,16.0,,,,,,,,,,,,,,,,,,43.73686613887,-79.62831823174,,
887,6008300202,9-21-2009,0.91,8.2,0.101,0.018,857.0,17.1,138.0,0.003,10.0,8.0,509.0,120.0,105.0,,,0.015,,914.0,,,,,,43.73686613887,-79.62831823174,,
888,6008300202,9-21-2016,1.08,8.1,0.0869,,938.0,9.0,166.0,0.011,7.86,8.13,941.0,180.0,86.5,,,0.07,,,,,,,,43.73686613887,-79.62831823174,,
889,6008300202,9-23-2015,0.81,8.2,0.0526,,940.0,10.0,169.0,0.011,7.19,7.26,943.0,265.0,76.7,,,0.055,,,,,,,,43.73686613887,-79.62831823174,,
890,6008300202,9-24-2002,,8.2,0.069,,,14.0,161.0,0.028,9.45,,,,106.0,,,0.1,,,,,,,,43.73686613887,-79.62831823174,,
891,6008300202,9-24-2014,0.86,8.2,0.105,0.31,675.0,33.1,95.9,0.023,10.68,8.13,678.0,85.0,109.8,,,0.287,,733.0,,,,,,43.73686613887,-79.62831823174,,
892,6008300202,9-24-2020,0.99,8.2,0.0685,,1100.0,63.0,227.0,0.012,7.09,7.7,1092.0,200.0,71.4,,,0.055,5.1,,,,,,,43.73686613887,-79.62831823174,,
893,6008300202,9-25-2007,1.03,8.28,0.07,,940.0,22.0,184.0,0.011,7.0,8.0,1051.0,90.0,71.0,,,0.16,7.9,,,,,,,43.73686613887,-79.62831823174,,
894,6008300202,9-25-2012,0.68,8.22,0.078,0.364,590.0,26.2,76.8,0.023,13.96,8.09,578.0,50.0,137.4,,,0.341,,642.0,,,,,,43.73686613887,-79.62831823174,,
895,6008300202,9-25-2013,1.22,8.3,0.144,0.672,605.0,38.6,71.5,0.019,10.39,7.98,587.0,140.0,103.0,,,0.653,,681.0,,,,,,43.73686613887,-79.62831823174,,
896,6008300202,9-25-2019,1.1,8.2,0.0577,,1110.0,7.0,228.0,0.011,8.74,8.05,1164.0,100.0,95.3,,,0.06,,,,,,,,43.73686613887,-79.62831823174,,
897,6008300202,9-26-2018,1.19,8.1,0.0793,,953.0,17.0,176.0,0.011,9.28,7.92,935.0,185.0,100.5,,,0.07,,,,,,,,43.73686613887,-79.62831823174,,
898,6008300202,9-30-2003,,,0.08,,,19.0,121.0,0.013,,,,,,,,0.72,,,,,,,,43.73686613887,-79.62831823174,,
899,6008300402,1-19-2009,0.57,8.2,0.03,,1030.0,6.0,148.0,0.006,16.0,8.0,1124.0,680.0,106.0,,,0.64,3.1,,,,,,,43.79806763893,-79.5810577317,,
900,6008300402,1-19-2010,0.39,8.18,0.058,0.48,1060.0,4.5,157.0,0.008,13.78,7.85,1081.0,280.0,94.9,,,0.47,,1120.0,,,,,,43.79806763893,-79.5810577317,,
901,6008300402,1-19-2016,0.5,8.4,0.0157,,1330.0,2.0,241.0,0.011,15.08,8.44,1349.0,320.0,105.3,,,0.57,,,,,,,,43.79806763893,-79.5810577317,,
902,6008300402,1-20-2020,0.89,8.1,0.0694,,1070.0,26.0,184.0,0.022,13.18,7.97,1059.0,300.0,90.3,,,0.83,,,,,,,,43.79806763893,-79.5810577317,,
903,6008300402,1-21-2013,0.42,8.2,0.016,0.879,965.0,4.6,140.0,0.003,16.86,7.6,1025.0,240.0,115.8,,,0.876,,1080.0,,,,,,43.79806763893,-79.5810577317,,
904,6008300402,1-21-2015,0.15,8.2,0.003,0.599,1300.0,5.3,223.0,0.006,21.5,8.27,1339.0,190.0,148.0,,,0.593,,1430.0,,,,,,43.79806763893,-79.5810577317,,
905,6008300402,1-22-2014,0.52,8.1,0.02,0.83,1680.0,3.2,345.0,0.011,18.34,8.05,1899.0,185.0,129.0,,,0.819,,1770.0,,,,,,43.79806763893,-79.5810577317,,
906,6008300402,1-22-2019,0.8,8.1,0.0177,,1250.0,2.0,222.0,0.011,,,,300.0,,,,0.7,,,,,,,,43.79806763893,-79.5810577317,,
907,6008300402,1-23-2002,,8.2,0.01,,,2.0,227.0,0.003,14.18,,,,100.9,,,0.46,,,,,,,,43.79806763893,-79.5810577317,,
908,6008300402,1-23-2007,0.18,8.29,0.02,,963.0,12.0,130.0,0.004,12.0,9.0,888.0,290.0,87.0,,,0.59,3.8,,,,,,,43.79806763893,-79.5810577317,,
909,6008300402,1-23-2012,0.38,8.35,0.015,0.717,1220.0,6.4,205.0,0.02,17.36,8.21,961.0,260.0,120.5,,,0.697,,1290.0,,,,,,43.79806763893,-79.5810577317,,
910,6008300402,1-23-2018,1.68,8.1,0.244,,1360.0,188.0,360.0,0.034,14.02,8.01,1389.0,350.0,96.6,,,0.88,,,,,,,,43.79806763893,-79.5810577317,,
911,6008300402,1-24-2017,0.72,8.2,0.0535,,1310.0,33.0,264.0,0.011,14.33,8.22,1356.0,320.0,100.1,,,1.38,,,,,,,,43.79806763893,-79.5810577317,,
912,6008300402,1-25-2006,1.464,8.31,0.06,,913.0,36.0,127.0,0.008,19.0,7.0,902.0,310.0,129.0,,,1.33,5.3,,,,,,,43.79806763893,-79.5810577317,,
913,6008300402,1-25-2011,0.34,8.0,0.014,0.579,1530.0,5.8,286.0,0.006,15.15,8.37,1543.0,210.0,105.0,,,0.573,,1590.0,,,,,,43.79806763893,-79.5810577317,,
914,6008300402,1-29-2004,,,0.03,,,9.0,132.0,0.009,,,,,,,,0.73,,,,,,,,43.79806763893,-79.5810577317,,
915,6008300402,1-29-2008,0.5,8.38,0.02,,2060.0,9.0,480.0,0.012,18.0,8.0,2105.0,245.0,122.0,,,1.06,4.9,,,,,,,43.79806763893,-79.5810577317,,
916,6008300402,10-18-2006,1.1,8.29,0.16,,685.0,190.0,79.2,0.004,9.0,8.0,681.0,360.0,80.0,,,0.38,5.4,,,,,,,43.79806763893,-79.5810577317,,
917,6008300402,10-18-2010,0.46,8.23,0.03,0.124,817.0,7.0,99.1,0.004,12.93,8.01,761.0,220.0,106.7,,,0.12,,874.0,,,,,,43.79806763893,-79.5810577317,,
918,6008300402,10-18-2016,0.32,8.2,0.0136,,881.0,2.0,120.0,0.011,10.05,8.3,893.0,190.0,99.3,,,0.1,,,,,,,,43.79806763893,-79.5810577317,,
